timestamp,room,occupancy,lights_on,ac_on,energy_kwh
2025-01-10 03:00:00,Room201,0,0,0,0.366
2025-01-10 03:00:00,Room202,0,0,0,0.385
2025-01-10 03:00:00,Lab1,5,1,0,0.874
2025-01-10 03:00:00,Lab2,0,0,0,0.322
2025-01-10 03:00:00,Lab3,0,0,0,0.349
2025-01-10 03:00:00,Library,0,0,0,0.238
2025-01-10 03:00:00,SeminarHall,0,0,0,0.321
2025-01-10 03:00:00,Auditorium,0,0,0,0.311
2025-01-10 04:00:00,Room101,2,1,0,0.633
2025-01-10 04:00:00,Room102,0,0,0,0.457
2025-01-10 04:00:00,Room201,0,0,0,0.26
2025-01-10 04:00:00,Room202,0,0,0,0.202
2025-01-10 04:00:00,Lab1,0,0,0,0.403
2025-01-10 04:00:00,Lab2,0,0,0,0.2
2025-01-10 04:00:00,Lab3,2,1,0,0.785
2025-01-10 04:00:00,Library,2,1,0,0.75
2025-01-10 04:00:00,SeminarHall,0,0,0,0.371
2025-01-10 04:00:00,Auditorium,0,0,0,0.343
2025-01-10 05:00:00,Room101,0,0,0,0.406
2025-01-10 05:00:00,Room102,2,1,0,0.802
2025-01-10 05:00:00,Room201,0,0,0,0.299
2025-01-10 05:00:00,Room202,2,1,0,0.566
2025-01-10 05:00:00,Lab1,0,0,0,0.28
2025-01-10 05:00:00,Lab2,0,0,0,0.467
2025-01-10 05:00:00,Lab3,0,0,0,0.237
2025-01-10 05:00:00,Library,0,0,0,0.31
2025-01-10 05:00:00,SeminarHall,0,0,0,0.407
2025-01-10 05:00:00,Auditorium,0,0,0,0.411
2025-01-10 06:00:00,Room101,0,0,0,0.335
2025-01-10 06:00:00,Room102,0,0,0,0.39
2025-01-10 06:00:00,Room201,0,0,0,0.298
2025-01-10 06:00:00,Room202,0,0,0,0.239
2025-01-10 06:00:00,Lab1,0,0,0,0.39
2025-01-10 06:00:00,Lab2,0,0,0,0.284
2025-01-10 06:00:00,Lab3,0,0,0,0.357
2025-01-10 06:00:00,Library,0,0,0,0.301
2025-01-10 06:00:00,SeminarHall,0,0,0,0.224
2025-01-10 06:00:00,Auditorium,0,0,0,0.226
2025-01-10 07:00:00,Room101,0,0,0,0.446
2025-01-10 07:00:00,Room102,0,0,0,0.365
2025-01-10 07:00:00,Room201,2,1,0,1.033
2025-01-10 07:00:00,Room202,2,1,0,0.609
2025-01-10 07:00:00,Lab1,2,1,0,0.876
2025-01-10 07:00:00,Lab2,0,0,0,0.42
2025-01-10 07:00:00,Lab3,0,0,0,0.305
2025-01-10 07:00:00,Library,0,0,0,0.23
2025-01-10 07:00:00,SeminarHall,0,0,0,0.418
2025-01-10 07:00:00,Auditorium,0,0,0,0.329
2025-01-10 08:00:00,Room101,0,0,0,0.301
2025-01-10 08:00:00,Room102,0,1,0,0.831
2025-01-10 08:00:00,Room201,0,1,0,0.731
2025-01-10 08:00:00,Room202,0,1,0,0.746
2025-01-10 08:00:00,Lab1,0,1,0,0.952
2025-01-10 08:00:00,Lab2,0,1,0,0.584
2025-01-10 08:00:00,Lab3,2,1,0,0.805
2025-01-10 08:00:00,Library,0,1,0,0.684
2025-01-10 08:00:00,SeminarHall,0,1,0,0.979
2025-01-10 08:00:00,Auditorium,0,0,0,0.215
2025-01-10 09:00:00,Room101,5,1,0,0.831
2025-01-10 09:00:00,Room102,5,1,0,0.594
2025-01-10 09:00:00,Room201,10,1,0,0.923
2025-01-10 09:00:00,Room202,5,1,0,0.803
2025-01-10 09:00:00,Lab1,40,1,0,0.789
2025-01-10 09:00:00,Lab2,0,0,0,0.338
2025-01-10 09:00:00,Lab3,20,1,0,0.756
2025-01-10 09:00:00,Library,5,1,0,0.692
2025-01-10 09:00:00,SeminarHall,5,1,0,0.7
2025-01-10 09:00:00,Auditorium,30,1,0,0.673
2025-01-10 10:00:00,Room101,20,1,1,2.352
2025-01-10 10:00:00,Room102,40,1,1,2.361
2025-01-10 10:00:00,Room201,40,1,1,2.694
2025-01-10 10:00:00,Room202,10,1,1,2.347
2025-01-10 10:00:00,Lab1,20,1,1,2.114
2025-01-10 10:00:00,Lab2,20,1,1,2.341
2025-01-10 10:00:00,Lab3,5,1,0,0.603
2025-01-10 10:00:00,Library,10,1,1,2.577
2025-01-10 10:00:00,SeminarHall,5,1,0,0.73
2025-01-10 10:00:00,Auditorium,0,0,0,0.458
2025-01-10 11:00:00,Room101,30,1,1,2.548
2025-01-10 11:00:00,Room102,0,1,0,0.89
2025-01-10 11:00:00,Room201,40,1,1,2.415
2025-01-10 11:00:00,Room202,10,1,1,2.338
2025-01-10 11:00:00,Lab1,40,1,1,2.942
2025-01-10 11:00:00,Lab2,5,1,0,0.565
2025-01-10 11:00:00,Lab3,20,1,1,2.71
2025-01-10 11:00:00,Library,0,0,0,0.23
2025-01-10 11:00:00,SeminarHall,0,1,0,0.748
2025-01-10 11:00:00,Auditorium,10,1,1,2.287
2025-01-10 12:00:00,Room101,10,1,1,2.831
2025-01-10 12:00:00,Room102,10,1,1,2.353
2025-01-10 12:00:00,Room201,5,1,0,0.711
2025-01-10 12:00:00,Room202,0,1,0,0.744
2025-01-10 12:00:00,Lab1,20,1,1,2.235
2025-01-10 12:00:00,Lab2,20,1,1,2.243
2025-01-10 12:00:00,Lab3,10,1,1,2.787
2025-01-10 12:00:00,Library,40,1,1,2.294
2025-01-10 12:00:00,SeminarHall,30,1,1,2.465
2025-01-10 12:00:00,Auditorium,30,1,1,2.037
2025-01-10 13:00:00,Room101,5,1,0,0.745
2025-01-10 13:00:00,Room102,0,0,0,0.21
2025-01-10 13:00:00,Room201,0,1,0,0.911
2025-01-10 13:00:00,Room202,30,1,1,2.441
2025-01-10 13:00:00,Lab1,20,1,1,2.524
2025-01-10 13:00:00,Lab2,10,1,1,2.412
2025-01-10 13:00:00,Lab3,30,1,1,2.418
2025-01-10 13:00:00,Library,0,0,0,0.215
2025-01-10 13:00:00,SeminarHall,20,1,1,2.115
2025-01-10 13:00:00,Auditorium,5,1,0,0.708
2025-01-10 14:00:00,Room101,40,1,1,2.321
2025-01-10 14:00:00,Room102,10,1,1,2.193
2025-01-10 14:00:00,Room201,20,1,1,2.198
2025-01-10 14:00:00,Room202,10,1,1,2.194
2025-01-10 14:00:00,Lab1,0,1,0,0.564
2025-01-10 14:00:00,Lab2,30,1,1,2.256
2025-01-10 14:00:00,Lab3,20,1,1,2.707
2025-01-10 14:00:00,Library,0,1,0,0.964
2025-01-10 14:00:00,SeminarHall,20,1,1,1.947
2025-01-10 14:00:00,Auditorium,10,1,1,2.303
2025-01-10 15:00:00,Room101,20,1,1,2.284
2025-01-10 15:00:00,Room102,5,1,0,0.74
2025-01-10 15:00:00,Room201,5,1,0,0.841
2025-01-10 15:00:00,Room202,10,1,1,2.252
2025-01-10 15:00:00,Lab1,5,1,0,0.653
2025-01-10 15:00:00,Lab2,30,1,1,2.197
2025-01-10 15:00:00,Lab3,5,1,0,0.623
2025-01-10 15:00:00,Library,10,1,1,2.309
2025-01-10 15:00:00,SeminarHall,20,1,1,2.317
2025-01-10 15:00:00,Auditorium,5,1,0,0.603
2025-01-10 16:00:00,Room101,0,0,0,0.412
2025-01-10 16:00:00,Room102,20,1,1,2.183
2025-01-10 16:00:00,Room201,20,1,1,2.411
2025-01-10 16:00:00,Room202,5,1,0,0.66
2025-01-10 16:00:00,Lab1,30,1,1,2.23
2025-01-10 16:00:00,Lab2,5,1,0,0.866
2025-01-10 16:00:00,Lab3,10,1,1,2.413
2025-01-10 16:00:00,Library,20,1,1,2.418
2025-01-10 16:00:00,SeminarHall,30,1,1,2.571
2025-01-10 16:00:00,Auditorium,30,1,1,1.858
2025-01-10 17:00:00,Room101,10,1,1,2.123
2025-01-10 17:00:00,Room102,30,1,1,2.23
2025-01-10 17:00:00,Room201,10,1,1,1.982
2025-01-10 17:00:00,Room202,20,1,1,2.641
2025-01-10 17:00:00,Lab1,20,1,1,2.688
2025-01-10 17:00:00,Lab2,5,1,0,0.594
2025-01-10 17:00:00,Lab3,20,1,1,2.673
2025-01-10 17:00:00,Library,20,1,1,2.161
2025-01-10 17:00:00,SeminarHall,20,1,1,2.394
2025-01-10 17:00:00,Auditorium,20,1,1,2.62
2025-01-10 18:00:00,Room101,0,0,0,0.48
2025-01-10 18:00:00,Room102,5,1,0,0.797
2025-01-10 18:00:00,Room201,0,1,0,0.732
2025-01-10 18:00:00,Room202,0,1,0,1.05
2025-01-10 18:00:00,Lab1,5,1,0,1.024
2025-01-10 18:00:00,Lab2,10,1,0,0.654
2025-01-10 18:00:00,Lab3,10,1,0,0.801
2025-01-10 18:00:00,Library,0,1,0,0.727
2025-01-10 18:00:00,SeminarHall,15,1,0,0.893
2025-01-10 18:00:00,Auditorium,0,1,0,0.582
2025-01-10 19:00:00,Room101,0,0,0,0.279
2025-01-10 19:00:00,Room102,15,1,0,0.818
2025-01-10 19:00:00,Room201,10,1,0,0.599
2025-01-10 19:00:00,Room202,5,1,0,0.959
2025-01-10 19:00:00,Lab1,15,1,0,0.694
2025-01-10 19:00:00,Lab2,0,0,0,0.433
2025-01-10 19:00:00,Lab3,5,1,0,0.747
2025-01-10 19:00:00,Library,5,1,0,0.929
2025-01-10 19:00:00,SeminarHall,5,1,0,0.88
2025-01-10 19:00:00,Auditorium,10,1,0,0.821
2025-01-10 20:00:00,Room101,0,0,0,0.499
2025-01-10 20:00:00,Room102,10,1,0,0.792
2025-01-10 20:00:00,Room201,10,1,0,0.886
2025-01-10 20:00:00,Room202,0,0,0,0.322
2025-01-10 20:00:00,Lab1,5,1,0,0.845
2025-01-10 20:00:00,Lab2,0,0,0,0.372
2025-01-10 20:00:00,Lab3,0,0,0,0.368
2025-01-10 20:00:00,Library,10,1,0,0.936
2025-01-10 20:00:00,SeminarHall,5,1,0,0.63
2025-01-10 20:00:00,Auditorium,15,1,0,0.638
2025-01-10 21:00:00,Room101,0,0,0,0.263
2025-01-10 21:00:00,Room102,0,0,0,0.312
2025-01-10 21:00:00,Room201,0,0,0,0.37
2025-01-10 21:00:00,Room202,0,0,0,0.402
2025-01-10 21:00:00,Lab1,0,0,0,0.289
2025-01-10 21:00:00,Lab2,2,1,0,0.935
2025-01-10 21:00:00,Lab3,0,0,0,0.404
2025-01-10 21:00:00,Library,0,0,0,0.312
2025-01-10 21:00:00,SeminarHall,2,1,0,0.871
2025-01-10 21:00:00,Auditorium,0,0,0,0.209
2025-01-10 22:00:00,Room101,0,0,0,0.382
2025-01-10 22:00:00,Room102,0,0,0,0.264
2025-01-10 22:00:00,Room201,0,0,0,0.461
2025-01-10 22:00:00,Room202,0,0,0,0.228
2025-01-10 22:00:00,Lab1,2,1,0,1.015
2025-01-10 22:00:00,Lab2,0,0,0,0.201
2025-01-10 22:00:00,Lab3,0,0,0,0.403
2025-01-10 22:00:00,Library,2,1,0,0.52
2025-01-10 22:00:00,SeminarHall,0,0,0,0.276
2025-01-10 22:00:00,Auditorium,0,0,0,0.332
2025-01-10 23:00:00,Room101,0,0,0,0.275
2025-01-10 23:00:00,Room102,0,0,0,0.427
2025-01-10 23:00:00,Room201,0,0,0,0.371
2025-01-10 23:00:00,Room202,0,0,0,0.37
2025-01-10 23:00:00,Lab1,0,0,0,0.241
2025-01-10 23:00:00,Lab2,5,1,0,0.651
2025-01-10 23:00:00,Lab3,0,0,0,0.449
2025-01-10 23:00:00,Library,0,0,0,0.381
2025-01-10 23:00:00,SeminarHall,2,1,0,0.765
2025-01-10 23:00:00,Auditorium,0,0,0,0.445
2025-01-11 00:00:00,Room101,0,0,0,0.446
2025-01-11 00:00:00,Room102,2,1,0,0.903
2025-01-11 00:00:00,Room201,0,0,0,0.3
2025-01-11 00:00:00,Room202,0,0,0,0.46
2025-01-11 00:00:00,Lab1,0,0,0,0.428
2025-01-11 00:00:00,Lab2,2,1,0,0.751
2025-01-11 00:00:00,Lab3,0,0,0,0.272
2025-01-11 00:00:00,Library,0,0,0,0.209
2025-01-11 00:00:00,SeminarHall,0,0,0,0.246
2025-01-11 00:00:00,Auditorium,0,0,0,0.402
2025-01-11 01:00:00,Room101,2,1,0,0.966
2025-01-11 01:00:00,Room102,2,1,0,0.756
2025-01-11 01:00:00,Room201,2,1,0,0.61
2025-01-11 01:00:00,Room202,0,0,0,0.386
2025-01-11 01:00:00,Lab1,0,0,0,0.496
2025-01-11 01:00:00,Lab2,2,1,0,0.78
2025-01-11 01:00:00,Lab3,0,0,0,0.433
2025-01-11 01:00:00,Library,0,0,0,0.211
2025-01-11 01:00:00,SeminarHall,0,0,0,0.396
2025-01-11 01:00:00,Auditorium,0,0,0,0.468
2025-01-11 02:00:00,Room101,0,0,0,0.291
2025-01-11 02:00:00,Room102,0,0,0,0.333
2025-01-11 02:00:00,Room201,0,0,0,0.367
2025-01-11 02:00:00,Room202,0,0,0,0.384
2025-01-11 02:00:00,Lab1,0,0,0,0.268
2025-01-11 02:00:00,Lab2,0,0,0,0.454
2025-01-11 02:00:00,Lab3,0,0,0,0.416
2025-01-11 02:00:00,Library,5,1,0,0.98
2025-01-11 02:00:00,SeminarHall,0,0,0,0.267
2025-01-11 02:00:00,Auditorium,0,0,0,0.25
2025-01-11 03:00:00,Room101,0,0,0,0.348
2025-01-11 03:00:00,Room102,0,0,0,0.384
2025-01-11 03:00:00,Room201,0,0,0,0.275
2025-01-11 03:00:00,Room202,0,0,0,0.446
2025-01-11 03:00:00,Lab1,0,0,0,0.405
2025-01-11 03:00:00,Lab2,0,0,0,0.338
2025-01-11 03:00:00,Lab3,0,0,0,0.395
2025-01-11 03:00:00,Library,0,0,0,0.341
2025-01-11 03:00:00,SeminarHall,0,0,0,0.434
2025-01-11 03:00:00,Auditorium,2,1,0,0.884
2025-01-11 04:00:00,Room101,0,0,0,0.216
2025-01-11 04:00:00,Room102,0,0,0,0.27
2025-01-11 04:00:00,Room201,0,0,0,0.385
2025-01-11 04:00:00,Room202,2,1,0,0.663
2025-01-11 04:00:00,Lab1,0,0,0,0.337
2025-01-11 04:00:00,Lab2,0,0,0,0.273
2025-01-11 04:00:00,Lab3,0,0,0,0.328
2025-01-11 04:00:00,Library,0,0,0,0.341
2025-01-11 04:00:00,SeminarHall,0,0,0,0.348
2025-01-11 04:00:00,Auditorium,0,0,0,0.241
2025-01-11 05:00:00,Room101,0,0,0,0.467
2025-01-11 05:00:00,Room102,0,0,0,0.429
2025-01-11 05:00:00,Room201,0,0,0,0.252
2025-01-11 05:00:00,Room202,0,0,0,0.262
2025-01-11 05:00:00,Lab1,0,0,0,0.389
2025-01-11 05:00:00,Lab2,0,0,0,0.371
2025-01-11 05:00:00,Lab3,0,0,0,0.295
2025-01-11 05:00:00,Library,0,0,0,0.418
2025-01-11 05:00:00,SeminarHall,0,0,0,0.364
2025-01-11 05:00:00,Auditorium,0,0,0,0.279
2025-01-11 06:00:00,Room101,2,1,0,0.882
2025-01-11 06:00:00,Room102,0,0,0,0.3
2025-01-11 06:00:00,Room201,0,0,0,0.264
2025-01-11 06:00:00,Room202,0,0,0,0.49
2025-01-11 06:00:00,Lab1,5,1,0,0.716
2025-01-11 06:00:00,Lab2,0,0,0,0.321
2025-01-11 06:00:00,Lab3,0,0,0,0.35
2025-01-11 06:00:00,Library,0,0,0,0.404
2025-01-11 06:00:00,SeminarHall,2,1,0,0.654
2025-01-11 06:00:00,Auditorium,0,0,0,0.335
2025-01-11 07:00:00,Room101,5,1,0,0.803
2025-01-11 07:00:00,Room102,0,0,0,0.449
2025-01-11 07:00:00,Room201,0,0,0,0.312
2025-01-11 07:00:00,Room202,0,0,0,0.232
2025-01-11 07:00:00,Lab1,0,0,0,0.243
2025-01-11 07:00:00,Lab2,0,0,0,0.403
2025-01-11 07:00:00,Lab3,2,1,0,0.621
2025-01-11 07:00:00,Library,2,1,0,0.785
2025-01-11 07:00:00,SeminarHall,0,0,0,0.417
2025-01-11 07:00:00,Auditorium,2,1,0,0.886
2025-01-11 08:00:00,Room101,5,1,0,0.729
2025-01-11 08:00:00,Room102,0,0,0,0.412
2025-01-11 08:00:00,Room201,0,1,0,0.569
2025-01-11 08:00:00,Room202,0,0,0,0.347
2025-01-11 08:00:00,Lab1,0,0,0,0.408
2025-01-11 08:00:00,Lab2,0,1,0,0.863
2025-01-11 08:00:00,Lab3,0,0,0,0.411
2025-01-11 08:00:00,Library,0,1,0,0.803
2025-01-11 08:00:00,SeminarHall,0,0,0,0.446
2025-01-11 08:00:00,Auditorium,0,1,0,0.72
2025-01-11 09:00:00,Room101,2,1,0,1.048
2025-01-11 09:00:00,Room102,0,1,0,0.79
2025-01-11 09:00:00,Room201,0,1,0,0.79
2025-01-11 09:00:00,Room202,0,0,0,0.354
2025-01-11 09:00:00,Lab1,0,1,0,0.835
2025-01-11 09:00:00,Lab2,0,0,0,0.493
2025-01-11 09:00:00,Lab3,2,1,0,0.856
2025-01-11 09:00:00,Library,0,1,0,0.846
2025-01-11 09:00:00,SeminarHall,0,0,0,0.284
2025-01-11 09:00:00,Auditorium,5,1,0,0.627
2025-01-11 10:00:00,Room101,0,0,0,0.438
2025-01-11 10:00:00,Room102,0,1,0,0.957
2025-01-11 10:00:00,Room201,0,1,0,0.691
2025-01-11 10:00:00,Room202,0,1,0,0.849
2025-01-11 10:00:00,Lab1,0,1,0,0.571
2025-01-11 10:00:00,Lab2,0,1,0,0.695
2025-01-11 10:00:00,Lab3,0,1,0,0.936
2025-01-11 10:00:00,Library,5,1,0,0.795
2025-01-11 10:00:00,SeminarHall,0,1,0,1.017
2025-01-11 10:00:00,Auditorium,2,1,0,1.015
2025-01-11 11:00:00,Room101,0,1,0,0.663
2025-01-11 11:00:00,Room102,0,1,0,0.822
2025-01-11 11:00:00,Room201,0,1,0,0.897
2025-01-11 11:00:00,Room202,2,1,0,0.781
2025-01-11 11:00:00,Lab1,0,0,0,0.215
2025-01-11 11:00:00,Lab2,0,1,0,0.804
2025-01-11 11:00:00,Lab3,2,1,0,0.784
2025-01-11 11:00:00,Library,0,0,0,0.203
2025-01-11 11:00:00,SeminarHall,0,0,0,0.359
2025-01-11 11:00:00,Auditorium,0,0,0,0.208
2025-01-11 12:00:00,Room101,0,1,0,0.79
2025-01-11 12:00:00,Room102,0,0,0,0.367
2025-01-11 12:00:00,Room201,0,1,0,0.849
2025-01-11 12:00:00,Room202,0,1,0,0.966
2025-01-11 12:00:00,Lab1,0,1,0,0.696
2025-01-11 12:00:00,Lab2,0,1,0,1.014
2025-01-11 12:00:00,Lab3,0,1,0,0.626
2025-01-11 12:00:00,Library,0,0,0,0.384
2025-01-11 12:00:00,SeminarHall,2,1,0,0.909
2025-01-11 12:00:00,Auditorium,0,0,0,0.331
2025-01-11 13:00:00,Room101,0,1,0,0.684
2025-01-11 13:00:00,Room102,0,1,0,0.823
2025-01-11 13:00:00,Room201,0,0,0,0.412
2025-01-11 13:00:00,Room202,2,1,0,0.866
2025-01-11 13:00:00,Lab1,0,1,0,1.042
2025-01-11 13:00:00,Lab2,2,1,0,0.785
2025-01-11 13:00:00,Lab3,5,1,0,0.808
2025-01-11 13:00:00,Library,0,0,0,0.469
2025-01-11 13:00:00,SeminarHall,0,1,0,0.699
2025-01-11 13:00:00,Auditorium,0,1,0,0.71
2025-01-11 14:00:00,Room101,0,0,0,0.398
2025-01-11 14:00:00,Room102,0,1,0,0.986
2025-01-11 14:00:00,Room201,0,1,0,0.647
2025-01-11 14:00:00,Room202,0,1,0,0.803
2025-01-11 14:00:00,Lab1,0,0,0,0.384
2025-01-11 14:00:00,Lab2,0,1,0,0.72
2025-01-11 14:00:00,Lab3,0,1,0,0.676
2025-01-11 14:00:00,Library,5,1,0,0.86
2025-01-11 14:00:00,SeminarHall,0,1,0,0.911
2025-01-11 14:00:00,Auditorium,0,0,0,0.467
2025-01-11 15:00:00,Room101,0,1,0,1.001
2025-01-11 15:00:00,Room102,0,1,0,0.791
2025-01-11 15:00:00,Room201,0,1,0,0.779
2025-01-11 15:00:00,Room202,0,0,0,0.201
2025-01-11 15:00:00,Lab1,0,1,0,0.626
2025-01-11 15:00:00,Lab2,0,1,0,0.947
2025-01-11 15:00:00,Lab3,0,1,0,0.861
2025-01-11 15:00:00,Library,0,0,0,0.337
2025-01-11 15:00:00,SeminarHall,0,1,0,0.807
2025-01-11 15:00:00,Auditorium,2,1,0,1.033
2025-01-11 16:00:00,Room101,0,1,0,0.688
2025-01-11 16:00:00,Room102,5,1,0,0.706
2025-01-11 16:00:00,Room201,0,1,0,0.701
2025-01-11 16:00:00,Room202,2,1,0,1.02
2025-01-11 16:00:00,Lab1,0,0,0,0.203
2025-01-11 16:00:00,Lab2,0,1,0,0.974
2025-01-11 16:00:00,Lab3,0,1,0,0.743
2025-01-11 16:00:00,Library,2,1,0,0.91
2025-01-11 16:00:00,SeminarHall,0,1,0,0.713
2025-01-11 16:00:00,Auditorium,0,1,0,0.727
2025-01-11 17:00:00,Room101,0,1,0,0.896
2025-01-11 17:00:00,Room102,0,1,0,0.863
2025-01-11 17:00:00,Room201,0,0,0,0.425
2025-01-11 17:00:00,Room202,0,1,0,0.78
2025-01-11 17:00:00,Lab1,0,1,0,0.751
2025-01-11 17:00:00,Lab2,0,1,0,0.691
2025-01-11 17:00:00,Lab3,0,1,0,0.963
2025-01-11 17:00:00,Library,5,1,0,0.926
2025-01-11 17:00:00,SeminarHall,0,0,0,0.266
2025-01-11 17:00:00,Auditorium,0,1,0,0.847
2025-01-11 18:00:00,Room101,0,1,0,0.727
2025-01-11 18:00:00,Room102,0,1,0,0.771
2025-01-11 18:00:00,Room201,5,1,0,0.614
2025-01-11 18:00:00,Room202,0,1,0,0.921
2025-01-11 18:00:00,Lab1,2,1,0,0.885
2025-01-11 18:00:00,Lab2,0,0,0,0.329
2025-01-11 18:00:00,Lab3,5,1,0,0.748
2025-01-11 18:00:00,Library,0,1,0,0.913
2025-01-11 18:00:00,SeminarHall,0,1,0,0.729
2025-01-11 18:00:00,Auditorium,0,1,0,0.838
2025-01-11 19:00:00,Room101,0,0,0,0.461
2025-01-11 19:00:00,Room102,2,1,0,0.943
2025-01-11 19:00:00,Room201,0,0,0,0.35
2025-01-11 19:00:00,Room202,0,0,0,0.284
2025-01-11 19:00:00,Lab1,0,0,0,0.444
2025-01-11 19:00:00,Lab2,0,0,0,0.232
2025-01-11 19:00:00,Lab3,5,1,0,0.738
2025-01-11 19:00:00,Library,0,0,0,0.22
2025-01-11 19:00:00,SeminarHall,0,0,0,0.473
2025-01-11 19:00:00,Auditorium,0,0,0,0.23
2025-01-11 20:00:00,Room101,0,0,0,0.316
2025-01-11 20:00:00,Room102,0,0,0,0.217
2025-01-11 20:00:00,Room201,0,0,0,0.457
2025-01-11 20:00:00,Room202,0,0,0,0.384
2025-01-11 20:00:00,Lab1,0,0,0,0.238
2025-01-11 20:00:00,Lab2,0,0,0,0.437
2025-01-11 20:00:00,Lab3,0,0,0,0.342
2025-01-11 20:00:00,Library,0,0,0,0.202
2025-01-11 20:00:00,SeminarHall,2,1,0,0.781
2025-01-11 20:00:00,Auditorium,0,0,0,0.383
2025-01-11 21:00:00,Room101,0,0,0,0.297
2025-01-11 21:00:00,Room102,0,0,0,0.45
2025-01-11 21:00:00,Room201,2,1,0,0.871
2025-01-11 21:00:00,Room202,0,0,0,0.33
2025-01-11 21:00:00,Lab1,0,0,0,0.208
2025-01-11 21:00:00,Lab2,0,0,0,0.293
2025-01-11 21:00:00,Lab3,0,0,0,0.217
2025-01-11 21:00:00,Library,5,1,0,0.783
2025-01-11 21:00:00,SeminarHall,0,0,0,0.462
2025-01-11 21:00:00,Auditorium,0,0,0,0.367
2025-01-11 22:00:00,Room101,0,0,0,0.346
2025-01-11 22:00:00,Room102,0,0,0,0.245
2025-01-11 22:00:00,Room201,0,0,0,0.317
2025-01-11 22:00:00,Room202,0,0,0,0.422
2025-01-11 22:00:00,Lab1,0,0,0,0.337
2025-01-11 22:00:00,Lab2,0,0,0,0.464
2025-01-11 22:00:00,Lab3,0,0,0,0.211
2025-01-11 22:00:00,Library,0,0,0,0.398
2025-01-11 22:00:00,SeminarHall,0,0,0,0.461
2025-01-11 22:00:00,Auditorium,0,0,0,0.277
2025-01-11 23:00:00,Room101,0,0,0,0.377
2025-01-11 23:00:00,Room102,2,1,0,0.956
2025-01-11 23:00:00,Room201,0,0,0,0.354
2025-01-11 23:00:00,Room202,0,0,0,0.462
2025-01-11 23:00:00,Lab1,2,1,0,0.905
2025-01-11 23:00:00,Lab2,0,0,0,0.472
2025-01-11 23:00:00,Lab3,0,0,0,0.245
2025-01-11 23:00:00,Library,0,0,0,0.282
2025-01-11 23:00:00,SeminarHall,0,0,0,0.44
2025-01-11 23:00:00,Auditorium,0,0,0,0.477
2025-01-12 00:00:00,Room101,0,0,0,0.477
2025-01-12 00:00:00,Room102,0,0,0,0.212
2025-01-12 00:00:00,Room201,0,0,0,0.207
2025-01-12 00:00:00,Room202,2,1,0,0.9
2025-01-12 00:00:00,Lab1,2,1,0,0.765
2025-01-12 00:00:00,Lab2,0,0,0,0.458
2025-01-12 00:00:00,Lab3,0,0,0,0.215
2025-01-12 00:00:00,Library,0,0,0,0.28
2025-01-12 00:00:00,SeminarHall,0,0,0,0.29
2025-01-12 00:00:00,Auditorium,0,0,0,0.239
2025-01-12 01:00:00,Room101,0,0,0,0.314
2025-01-12 01:00:00,Room102,0,0,0,0.471
2025-01-12 01:00:00,Room201,0,0,0,0.486
2025-01-12 01:00:00,Room202,0,0,0,0.341
2025-01-12 01:00:00,Lab1,2,1,0,1.016
2025-01-12 01:00:00,Lab2,2,1,0,0.839
2025-01-12 01:00:00,Lab3,0,0,0,0.437
2025-01-12 01:00:00,Library,0,0,0,0.392
2025-01-12 01:00:00,SeminarHall,0,0,0,0.371
2025-01-12 01:00:00,Auditorium,0,0,0,0.426
2025-01-12 02:00:00,Room101,0,0,0,0.311
2025-01-12 02:00:00,Room102,0,0,0,0.451
2025-01-12 02:00:00,Room201,2,1,0,0.819
2025-01-12 02:00:00,Room202,0,0,0,0.369
2025-01-12 02:00:00,Lab1,2,1,0,1.002
2025-01-12 02:00:00,Lab2,2,1,0,0.796
2025-01-12 02:00:00,Lab3,0,0,0,0.341
2025-01-12 02:00:00,Library,2,1,0,0.69
2025-01-12 02:00:00,SeminarHall,0,0,0,0.45
2025-01-12 02:00:00,Auditorium,0,0,0,0.399
2025-01-12 03:00:00,Room101,0,0,0,0.45
2025-01-12 03:00:00,Room102,0,0,0,0.219
2025-01-12 03:00:00,Room201,0,0,0,0.453
2025-01-12 03:00:00,Room202,0,0,0,0.482
2025-01-12 03:00:00,Lab1,5,1,0,0.702
2025-01-12 03:00:00,Lab2,2,1,0,0.914
2025-01-12 03:00:00,Lab3,5,1,0,0.727
2025-01-12 03:00:00,Library,0,0,0,0.382
2025-01-12 03:00:00,SeminarHall,0,0,0,0.238
2025-01-12 03:00:00,Auditorium,0,0,0,0.346
2025-01-12 04:00:00,Room101,0,0,0,0.382
2025-01-12 04:00:00,Room102,2,1,0,0.801
2025-01-12 04:00:00,Room201,0,0,0,0.242
2025-01-12 04:00:00,Room202,0,0,0,0.451
2025-01-12 04:00:00,Lab1,0,0,0,0.329
2025-01-12 04:00:00,Lab2,0,0,0,0.429
2025-01-12 04:00:00,Lab3,0,0,0,0.411
2025-01-12 04:00:00,Library,0,0,0,0.439
2025-01-12 04:00:00,SeminarHall,0,0,0,0.256
2025-01-12 04:00:00,Auditorium,2,1,0,0.723
2025-01-12 05:00:00,Room101,2,1,0,0.679
2025-01-12 05:00:00,Room102,0,0,0,0.342
2025-01-12 05:00:00,Room201,2,1,0,0.881
2025-01-12 05:00:00,Room202,2,1,0,0.884
2025-01-12 05:00:00,Lab1,0,0,0,0.469
2025-01-12 05:00:00,Lab2,0,0,0,0.384
